PROPERTYSQFT,PRICE
3090.0,1499000
1400.0,1599000
1148.0,549000
596.0,249999
2160.0,699900
1472.0,1149000
780.0,219000
2184.207862,499000
1063.0,749999
1130.0,449000
1278.0,879000
800.0,650000
732.0,750000
847.0,780000
2184.207862,699000
2184.207862,275000
2100.0,925000
2184.207862,388000
550.0,224995
670.0,239000
1200.0,529000
1782.0,995000
1624.0,1030000
294.0,875000
1500.0,598500
2184.207862,265000
2184.207862,1698000
826.0,1995000
788.0,820000
2184.207862,1995000
2184.207862,210000
2184.207862,2350000
2184.207862,6995000
2184.207862,388000
1397.0,1475000
1050.0,1225000
2400.0,1995000
1770.0,2999999
675.0,292950
6240.0,990000
1357.0,1540000
700.0,679000
1397.0,1475000
1050.0,1225000
2400.0,1995000
1770.0,2999999
2184.207862,800000
1232.0,998000
2640.0,920000
2184.207862,1098000
1410.0,798000
715.0,525000
2184.207862,3900000
2184.207862,479500
600.0,599000
4000.0,6900000
2184.207862,629000
1472.0,1650000
980.0,1100000
2128.0,1450000
2184.207862,1049000
9132.0,22500000
5170.0,2925000
889.0,695000
776.0,650000
1818.0,1695000
2184.207862,1200000
2184.207862,4675000
3240.0,1200000
2012.0,4495000
2184.207862,462900
2184.207862,635000
950.0,368000
5139.0,12850000
2184.207862,350777
1500.0,700000
670.0,335900
4350.0,1149000
4100.0,1888000
2240.0,1288000
1922.0,750000
713.0,324888
2184.207862,550000
400.0,165000
2184.207862,2950000
422.0,130000
2184.207862,2560000
2184.207862,3500000
897.0,1049000
2950.0,9995000
1806.0,750000
2184.207862,219000
2184.207862,935000
1476.0,750000
2184.207862,935000
1824.0,1080000
5000.0,2888888
1118.0,860000
3100.0,1180000
675.0,235000
2184.207862,4650000
640.0,680000
2184.207862,14995000
2184.207862,595000
2184.207862,1200000
1842.0,849999
1750.0,1300000
1666.0,2175000
1689.0,2795000
2184.207862,979000
2235.0,589000
2184.207862,45000000
2184.207862,1995000
879.0,679000
2184.207862,263000
2184.207862,7250000
750.0,169999
850.0,304900
600.0,600000
2000.0,999000
1000.0,279000
1300.0,1250000
2184.207862,179000
2600.0,1299800
950.0,268000
507.0,140000
6862.0,2100000
649.0,293000
665.0,649000
700.0,298888
1800.0,1650000
1105.0,538000
850.0,990000
1593.0,4145000
3277.0,2545000
850.0,99000
1800.0,1650000
2016.0,999888
850.0,99000
3277.0,2545000
4064.0,15500000
2184.207862,395000
2184.207862,999000
1804.0,3125000
2184.207862,2995000
515.0,570000
868.0,599000
950.0,239000
2569.0,5000000
2184.207862,950000
1472.0,1099000
1117.0,1950000
3480.0,1085000
1117.0,1950000
2184.207862,999900
2184.207862,759000
850.0,799000
2184.207862,928500
9550.0,6995000
1100.0,1150000
900.0,349000
2184.207862,1400000
5232.0,6495000
5000.0,1800000
1117.0,1450000
2184.207862,599000
2080.0,898888
1756.0,2980000
2276.0,829000
2184.207862,15850000
2184.207862,945000
2184.207862,389000
400.0,185000
2184.207862,568000
2184.207862,950000
1441.0,2000000
2184.207862,1069000
2184.207862,599999
3216.0,7600000
2184.207862,248000
1073.0,575000
850.0,350000
3216.0,7600000
704.0,695000
1600.0,875000
2184.207862,119000
5854.0,4000000
2184.207862,195000
766.0,410000
2184.207862,699000
2184.207862,699999
3096.0,915000
2184.207862,399000
1000.0,995000
1000.0,535000
575.0,429000
2184.207862,2195000
4600.0,1690000
2160.0,1699999
800.0,235000
2532.0,984900
1010.0,899000
2184.207862,269999
2184.207862,1350000
1600.0,735000
2100.0,1499000
1600.0,735000
1440.0,899999
951.0,900000
1332.0,629900
650.0,280000
3100.0,1999000
1676.0,5100000
2080.0,8500000
2740.0,1075000
660.0,950000
1275.0,875000
816.0,485000
663.0,598000
1732.0,2999000
2184.207862,600000
2184.207862,355000
1056.0,889000
2184.207862,650000
2184.207862,629000
2184.207862,970000
1200.0,515000
3150.0,1600000
2000.0,1900000
1800.0,3395000
1800.0,1795000
2184.207862,549000
3000.0,6998000
3210.0,980000
2250.0,1400000
2184.207862,750000
2184.207862,750000
2184.207862,349000
1440.0,519999
3162.0,1649000
4065.0,1750000
2184.207862,868000
665.0,324900
620.0,870000
1000.0,355000
3633.0,10900000
2184.207862,375000
2184.207862,6700000
725.0,268800
1022.0,640000
3633.0,10900000
2184.207862,375000
2184.207862,6700000
1022.0,640000
2184.207862,2800000
1400.0,699000
2184.207862,950000
5160.0,1208000
2184.207862,749000
2184.207862,1800000
787.0,1025000
1744.0,2449000
1460.0,659000
3570.0,1499000
474.0,700000
2184.207862,235000
900.0,700000
3622.0,4895000
1847.0,2350000
2184.207862,456000
3720.0,1190000
2491.0,5350000
2184.207862,335000
1097.0,628000
2250.0,710000
1744.0,790000
2184.207862,1300000
900.0,800000
522.0,699000
2184.207862,1750000
950.0,416000
650.0,225000
800.0,499000
2184.207862,425000
2184.207862,220000
507.0,140000
1744.0,790000
1375.0,2400000
4200.0,5995000
2184.207862,988888
2184.207862,369000
6000.0,2850000
2497.0,5799000
500.0,229000
2184.207862,44500000
2184.207862,235000
1896.0,3500000
1538.0,1288000
2184.207862,875000
3816.0,1099000
2184.207862,1795000
2184.207862,579000
1690.0,868000
1827.0,699900
2184.207862,559900
2184.207862,650000
2184.207862,209000
2184.207862,1695000
1728.0,570000
1000.0,419800
2184.207862,1875000
2706.0,5900000
7200.0,4000000
1175.0,1450000
1920.0,975000
550.0,210000
2184.207862,310000
5500.0,8575000
2184.207862,1895000
2184.207862,10500000
1721.0,2990000
2184.207862,440000
2184.207862,650000
2184.207862,600000
2184.207862,1895000
2184.207862,160000
18400.0,3500000
1534.0,599900
2184.207862,2499000
2240.0,1850000
1700.0,888000
2184.207862,500000
910.0,1995000
1200.0,495000
1690.0,599000
719.0,178000
850.0,279900
2184.207862,9000000
2184.207862,119000
1150.0,935000
1260.0,750000
450.0,318000
3446.0,3399000
2184.207862,528000
7200.0,7800000
2184.207862,199888
2184.207862,5950000
1000.0,315000
2184.207862,119000
2184.207862,899000
1760.0,2050000
733.0,615000
719.0,178000
850.0,279900
440.0,385000
650.0,209000
590.0,259000
2184.207862,695000
3536.0,1980000
2184.207862,1950000
2627.0,1595000
1760.0,919000
2184.207862,285000
1200.0,499000
850.0,359000
710.0,771770
2693.0,3550000
7228.0,9750000
2700.0,4395000
2184.207862,695000
2184.207862,1398000
2184.207862,1950000
2184.207862,285000
2627.0,1595000
419.0,645000
2184.207862,859000
710.0,771770
2184.207862,19500000
1434.0,1250000
2184.207862,449000
5202.0,7990000
2184.207862,3950000
2049.0,1399000
2184.207862,7750000
2400.0,1049000
2000.0,995000
2184.207862,3195000
2184.207862,360000
1600.0,750000
2184.207862,18000000
800.0,300000
1662.0,675888
2400.0,4400000
2184.207862,215000
5202.0,7990000
2184.207862,250000
4480.0,2749000
2000.0,860000
713.0,1195000
1400.0,825000
2184.207862,295000
1150.0,999000
2184.207862,599000
2000.0,860000
713.0,1195000
2310.0,1169900
3600.0,2795000
4500.0,6250000
3520.0,2099000
2184.207862,339000
2184.207862,255000
2184.207862,140000
500.0,240000
2184.207862,1775000
650.0,1195000
2040.0,699000
2184.207862,4150000
4440.0,1398000
650.0,299000
450.0,500000
2184.207862,450888
790.0,298000
2184.207862,230000
713.0,748000
2184.207862,15500000
2184.207862,6850000
2350.0,735000
2184.207862,229999
445.0,100000
2184.207862,385000
2184.207862,458000
2300.0,3750000
2184.207862,3100000
2184.207862,595000
2184.207862,470000
1056.0,399999
1665.0,599000
5075.0,18950000
1035.0,2300000
2184.207862,420000
3500.0,1459000
2184.207862,1150000
2184.207862,299000
2184.207862,499000
972.0,510000
1001.0,825000
1352.0,1150000
2114.0,6895000
750.0,165000
1500.0,874900
2184.207862,1499999
1100.0,495000
863.0,245000
804.0,565000
1265.0,1950000
2184.207862,699000
1120.0,1200000
2184.207862,1425000
4420.0,1595000
5148.0,1495000
2184.207862,2375000
2184.207862,1425000
2450.0,1248000
2184.207862,1499999
1100.0,495000
804.0,565000
750.0,165000
675.0,399000
3594.0,4895000
2184.207862,12500000
2184.207862,475000
3841.0,11175000
2184.207862,1295000
2184.207862,825000
3001.0,1849000
700.0,699000
2184.207862,420000
802.0,320000
2184.207862,525000
2184.207862,1100000
2184.207862,650000
2184.207862,1650000
2184.207862,1425000
684.0,418000
3448.0,1399000
700.0,339000
2184.207862,599900
2184.207862,400000
4000.0,699000
2184.207862,1325000
3364.0,1750000
2000.0,2100000
750.0,205900
765.0,265000
2184.207862,169999
1696.0,775000
2269.0,685000
700.0,699000
2184.207862,420000
2184.207862,1245000
2184.207862,795000
402.0,445000
960.0,399000
2150.0,1990000
2184.207862,529000
4200.0,7500000
2184.207862,595000
2184.207862,525000
1100.0,479000
5500.0,4995000
2184.207862,460000
2184.207862,1200000
1853.0,5950000
626.0,599000
2184.207862,350000
668.0,420000
3248.0,2400000
1770.0,2199000
700.0,595000
1000.0,249000
3452.0,11000000
2184.207862,585000
3321.0,1180000
550.0,115000
638.0,779000
4719.0,1850000
2241.0,9975000
1875.0,925000
2184.207862,360000
2269.0,685000
2184.207862,2750000
2184.207862,1450000
4852.0,3400000
2184.207862,329000
1008.0,699000
2184.207862,1075000
1784.0,790000
1770.0,2199000
3452.0,11000000
2184.207862,585000
3701.0,7750000
8757.0,19995000
2184.207862,3375000
2184.207862,1175000
2184.207862,3150000
2184.207862,15000000
2184.207862,3150000
2184.207862,825000
1056.0,899000
860.0,795000
880.0,275000
2910.0,775000
2184.207862,2150000
2184.207862,899000
1838.0,699000
2184.207862,904000
2184.207862,669000
2184.207862,279000
656.0,330000
2184.207862,1175000
2184.207862,399000
2184.207862,740000
1152.0,590000
2910.0,775000
2049.0,1250000
1270.0,975000
2184.207862,849000
2200.0,1699000
2184.207862,1195000
500.0,190000
550.0,405000
2184.207862,169500
1302.0,738280
1660.0,950000
916.0,800000
920.0,359000
2184.207862,1950000
2184.207862,999000
960.0,1950000
2184.207862,649000
2184.207862,1175000
2184.207862,799000
1709.0,2950000
2184.207862,358000
2184.207862,189999
700.0,760000
2070.0,675999
393.0,380000
393.0,380000
916.0,800000
2184.207862,379000
2184.207862,995000
1150.0,649000
739.0,475000
2184.207862,450000
4930.0,7250000
5031.0,1799000
2184.207862,1500000
2456.0,3995000
2184.207862,2299000
850.0,210000
1825.0,3200000
1200.0,579000
2184.207862,1175000
950.0,648888
3978.0,989000
2184.207862,995000
700.0,154900
577.0,399000
415.0,589000
1238.0,565000
2337.0,760000
2250.0,3795000
471.0,199999
3200.0,2500000
2184.207862,749999
2184.207862,1595000
500.0,258000
1280.0,685000
2184.207862,599000
2292.0,3250000
800.0,245000
1400.0,729000
1557.0,779000
1295.0,1090000
925.0,365000
715.0,1099000
6310.0,12495000
1309.0,1990000
2808.0,1200000
1000.0,473000
2184.207862,2348000
4089.0,25000000
2184.207862,995000
1976.0,850000
2184.207862,2950000
630.0,133000
4539.0,1548000
2184.207862,468000
3024.0,850000
2125.0,995000
2184.207862,2348000
2184.207862,1850000
4089.0,25000000
1800.0,2800000
2803.0,4995000
2184.207862,398800
2184.207862,142500
2000.0,2570000
900.0,225000
900.0,345000
1974.0,875000
2184.207862,1188000
2184.207862,694000
2184.207862,495000
687.0,649000
714.0,659000
850.0,429000
1719.0,959000
4125.0,1299999
2184.207862,368000
1633.0,758800
1245.0,1795000
4179.0,21500000
2184.207862,1595000
2184.207862,6500000
2184.207862,1089000
2184.207862,735000
1217.0,559900
2184.207862,350000
1236.0,780000
500.0,173000
2200.0,995000
2184.207862,775000
800.0,1649000
2184.207862,1290000
1390.0,575000
2184.207862,1499000
1200.0,800000
2184.207862,750000
1320.0,1750000
1488.0,2750000
2184.207862,698000
2184.207862,425000
4859.0,26000000
1997.0,3999999
1615.0,2295000
2448.0,689900
4374.0,3850000
965.0,243000
2184.207862,1995000
2184.207862,250000
2184.207862,845000
1896.0,915000
826.0,599888
2184.207862,325000
2184.207862,999000
982.0,688000
1308.0,950000
750.0,249000
2184.207862,465000
3700.0,2499000
559.0,409000
750.0,630000
3700.0,2499000
915.0,874000
2184.207862,4995000
2184.207862,875000
2184.207862,975000
2184.207862,5975000
2184.207862,475000
2184.207862,975000
2184.207862,1548000
627.0,175000
1600.0,3000000
1427.0,2400000
6000.0,14995000
2184.207862,988000
850.0,299999
1100.0,120000
1376.0,1995000
2184.207862,1300000
1625.0,1400000
941.0,1080000
2184.207862,1175000
2184.207862,670000
2184.207862,75000
3200.0,1499000
2173.0,1200000
2184.207862,3299000
2660.0,2500000
2184.207862,799000
1866.0,715000
1033.0,925000
3327.0,750000
1372.0,2795000
2184.207862,1560000
2184.207862,4650000
3312.0,1100000
1900.0,780000
1000.0,1199000
1912.0,2850000
2375.0,680000
2184.207862,530000
2184.207862,595000
2184.207862,475000
8000.0,2700000
2028.0,900000
1683.0,1049000
2184.207862,995000
550.0,245000
1080.0,695000
912.0,436000
2184.207862,555000
2184.207862,1250000
2184.207862,4950000
1640.0,928000
2184.207862,725000
1700.0,938000
550.0,199000
2184.207862,854000
2184.207862,1439000
2184.207862,389000
975.0,475000
1000.0,815000
750.0,474000
1572.0,2350000
1250.0,1325000
5110.0,6600000
800.0,590000
1080.0,695000
673.0,610000
1550.0,1238000
2184.207862,789000
1870.0,699888
2184.207862,854000
1066.0,1299000
1496.0,632000
2184.207862,499000
1496.0,632000
2184.207862,895000
850.0,800000
696.0,725000
900.0,349500
2184.207862,625000
2184.207862,1090000
2184.207862,1348000
2184.207862,2975000
2184.207862,280000
2184.207862,259000
446.0,550000
2184.207862,12495000
2184.207862,4800000
1000.0,398000
850.0,329000
2184.207862,385000
2184.207862,1325000
2845.0,968000
2184.207862,350000
2900.0,2750000
785.0,498000
2100.0,1675000
2184.207862,525000
850.0,280000
2184.207862,849000
855.0,1250000
2184.207862,359999
2184.207862,229000
2184.207862,1002500
2184.207862,3995000
3450.0,1499000
1699.0,2649000
919.0,385000
2184.207862,695000
4140.0,1799000
2184.207862,585000
2880.0,1688000
2184.207862,359999
600.0,179000
2184.207862,229000
1638.0,2100000
1664.0,615000
800.0,323000
713.0,880000
2184.207862,675000
1334.0,1500000
2184.207862,425000
2184.207862,2175000
1200.0,1296000
3111.0,3395000
1100.0,450000
1770.0,649000
2000.0,1295000
2184.207862,1775000
900.0,265000
2184.207862,3595000
2184.207862,769000
3318.0,1350000
2184.207862,797777
4734.0,4650000
1536.0,680000
2184.207862,549000
2184.207862,13650000
1400.0,749000
900.0,398000
847.0,680000
2184.207862,499000
1360.0,2250000
1520.0,550000
7868.0,4995000
2500.0,2650000
4108.0,7188000
6375.0,1500000
2184.207862,999000
868.0,799000
2184.207862,699000
2184.207862,940000
2484.0,3460000
2184.207862,1395000
1575.0,629000
1725.0,2850000
2184.207862,999000
6375.0,1500000
2184.207862,940000
2184.207862,2995000
2184.207862,2750000
3944.0,1100000
2184.207862,1395000
1392.0,599000
2184.207862,1395000
2184.207862,1049000
1778.0,4250000
1700.0,925000
1035.0,1695000
958.0,599000
1350.0,1250000
923.0,610000
2700.0,2299000
2184.207862,1350000
3600.0,2395000
2184.207862,3750000
1545.0,1080000
2184.207862,450000
5200.0,2250000
1150.0,588888
2184.207862,279000
1080.0,1199000
1276.0,1390000
2400.0,1150000
2184.207862,6350000
1013.0,650000
1340.0,599999
950.0,395000
700.0,299000
1113.0,549000
1066.0,1350000
571.0,499000
1026.0,1351242
830.0,249000
1096.0,479000
1757.0,1899000
694.0,275000
1711.0,2150000
1950.0,1999000
2580.0,1588000
2976.0,3200000
2184.207862,1999000
1574.0,1745000
2886.0,1488000
1444.0,1494000
2664.0,1108900
3040.0,3200000
1110.0,650000
8049.0,2050000
5890.0,1998000
2755.0,1250000
1000.0,749000
301.0,235000
5250.0,1215000
2184.207862,399000
1400.0,2465000
2184.207862,1200000
475.0,439000
930.0,975000
2184.207862,1499000
1050.0,650000
3900.0,2550000
5000.0,3200000
2743.0,1999999
518.0,460000
1003.0,1395000
2184.207862,290000
2100.0,1990000
3210.0,2980000
2046.0,3498000
4950.0,2595000
2184.207862,599889
1283.0,3995000
1560.0,589000
1800.0,1139000
4725.0,4500000
1927.0,2695000
728.0,125000
692.0,625000
2184.207862,775000
2184.207862,635000
4164.0,2375000
1050.0,545000
935.0,599000
1200.0,538000
900.0,342990
1600.0,1500000
1700.0,939000
2263.0,3150000
2146.0,1750000
2184.207862,360000
2200.0,720000
1728.0,1199999
1400.0,710000
700.0,200000
1400.0,699000
1728.0,1199999
1700.0,939000
12720.0,3000000
1200.0,559000
2552.0,1050000
1500.0,2649000
2184.207862,614000
787.0,925000
2184.207862,800000
579.0,559000
807.0,999999
700.0,269000
1054.0,838000
8460.0,2350000
792.0,220000
550.0,729000
1039.0,2045000
1258.0,749000
2184.207862,189000
775.0,399000
800.0,250000
1978.0,3695000
2240.0,680000
5100.0,1195000
1039.0,2045000
2184.207862,1599999
900.0,495000
875.0,314000
2184.207862,165000
1033.0,950000
2184.207862,975000
1074.0,449000
4100.0,2995000
775.0,325000
1094.0,1599000
2000.0,649000
703.0,1850000
1220.0,1395000
2184.207862,1080000
2184.207862,309000
2636.0,1499000
2184.207862,179000
2184.207862,595000
1656.0,849000
2184.207862,2780000
1230.0,759000
1652.0,549999
2184.207862,1750000
2184.0,4995000
2184.207862,1400000
2184.207862,725000
1000.0,249000
2184.207862,245000
1218.0,1500000
959.0,695000
2184.207862,975000
775.0,325000
4134.0,15500000
2000.0,649000
1700.0,1995000
2184.207862,655000
1230.0,759000
3300.0,1799000
1509.0,3250000
750.0,750000
2184.207862,1495000
2184.207862,658000
2184.207862,395000
2487.0,1999000
2184.207862,3950000
3498.0,4395000
540.0,368888
2184.207862,285000
2340.0,1290000
4357.0,11250000
2184.207862,458000
2184.207862,438000
1940.0,949900
1232.0,599000
2811.0,7500000
2184.207862,289000
500.0,635000
1584.0,1680000
2184.207862,1075000
667.0,580000
2780.0,838000
1830.0,8575000
2184.207862,2500000
2184.207862,200000
2184.207862,2595000
804.0,619000
500.0,1200000
3000.0,8250000
1600.0,1150000
387.0,375000
1483.0,2488000
2184.207862,625000
2184.207862,1510000
2184.207862,4500000
713.0,935000
2000.0,604200
2184.207862,375000
2184.207862,339000
2184.207862,1149000
3400.0,5200000
2500.0,950000
950.0,329000
2184.207862,279000
2500.0,2495000
8900.0,19995000
1075.0,595000
1696.0,850000
2184.207862,849990
1184.0,799000
2184.207862,550000
17000.0,3200000
1100.0,639000
2184.207862,849990
2848.0,2199999
3316.0,950000
1696.0,850000
2184.207862,1099500
2184.207862,2495000
2184.207862,1500000
970.0,720000
1882.0,4780000
700.0,760000
1628.0,2350000
825.0,339999
900.0,220000
750.0,499000
550.0,445000
700.0,299000
2150.0,4075000
950.0,580000
2184.207862,299900
1015.0,995000
2444.0,825000
1329.0,1525000
2184.207862,222888
1800.0,1995000
700.0,217000
500.0,468000
3375.0,1739888
1951.0,650000
2958.0,1690000
7984.0,2100000
5500.0,7450000
2184.207862,295000
1115.0,450000
2184.207862,995000
1216.0,629000
660.0,235000
525.0,485000
1108.0,1588000
1750.0,2695000
988.0,585000
2184.207862,1598000
713.0,848880
750.0,268000
1756.0,3700000
743.0,1125000
1200.0,329000
2184.207862,799000
2520.0,1380000
2184.207862,990000
2520.0,2499000
2155.0,2395000
2184.207862,600000
2184.207862,745000
2863.0,8525000
2816.0,1229000
950.0,799000
1650.0,625000
1821.0,1225000
2184.207862,299000
800.0,240000
750.0,165000
2184.207862,1285000
1000.0,765000
862.0,309000
3496.0,1250000
3200.0,2099000
2184.207862,560000
1981.0,3795000
2816.0,1229000
2184.207862,269500
2863.0,8525000
2184.207862,3275000
2184.207862,3795000
2184.207862,4150000
2184.207862,285000
2720.0,1249949
2052.0,649999
2184.207862,780000
1144.0,1075000
2184.207862,345000
2184.207862,4150000
1144.0,1075000
2184.207862,345000
2184.207862,365000
592.0,750000
1322.0,1850000
1692.0,1288000
2950.0,5250000
2184.207862,769000
2184.207862,925000
2184.207862,500000
2184.207862,625000
3039.0,1375000
700.0,270000
2184.207862,1273000
2184.207862,15000000
2184.207862,499000
2237.0,3585000
2184.207862,749999
1024.0,499000
556.0,595000
1845.0,5000000
2184.207862,1495000
1784.0,2995000
1200.0,469900
2184.207862,1995000
650.0,159999
1216.0,758000
1048.0,599999
2184.207862,749000
3750.0,2100000
2184.207862,32000000
1280.0,620000
1890.0,849000
1200.0,469900
2184.207862,1995000
2610.0,3250000
2184.207862,338000
2184.207862,3400000
1157.0,1575000
570.0,259000
3850.0,2300000
2184.207862,975000
2184.207862,879000
775.0,950000
1602.0,749999
1050.0,639000
1700.0,2300000
2184.207862,289000
3025.0,1698888
1528.0,1180000
2320.0,6750000
1890.0,499000
2184.207862,799000
750.0,600000
2184.207862,699000
2184.207862,1578000
2184.207862,849000
2184.207862,4275000
2184.207862,1550000
2500.0,489000
1890.0,499000
2184.207862,799000
750.0,600000
2184.207862,6700000
750.0,319000
6532.0,10750000
730.0,520000
2184.207862,715000
1000.0,689000
3700.0,5750000
2184.207862,885000
1400.0,899000
2184.207862,1250000
2184.207862,580000
1500.0,1825000
700.0,249000
2184.207862,1175000
750.0,232000
988.0,1100000
2184.207862,1695000
2184.207862,300000
1666.0,4999000
4600.0,1690000
2217.0,849999
1827.0,1695000
2184.207862,3900000
2675.0,669000
2184.207862,1900000
2184.207862,350000
2184.207862,875000
2184.207862,489000
1687.0,2800000
2184.207862,949000
2184.207862,675000
548.0,459000
2184.207862,899000
6800.0,13650000
2184.207862,21000000
3698.0,15900000
1960.0,4995000
1710.0,2250000
930.0,989000
650.0,309999
2130.0,4880000
830.0,600000
2515.0,5400000
2184.207862,265000
750.0,240000
2736.0,1790000
622.0,225000
3733.0,1299000
995.0,1625000
2184.207862,420000
910.0,385000
2184.207862,2720000
2444.0,1396000
2400.0,1195000
2184.207862,620000
2184.207862,300000
2184.207862,539000
1025.0,599000
1394.0,5200000
2184.207862,650000
3200.0,5600000
500.0,700000
1352.0,469000
2184.207862,1950000
1600.0,729888
2184.207862,2225000
2184.207862,890000
2172.0,949000
1500.0,650000
5129.0,16500000
1152.0,579999
2184.207862,1499000
1350.0,535000
1500.0,1250000
2520.0,1388000
2184.207862,845000
712.0,550000
4662.0,2599000
2184.207862,498000
1675.0,840000
1500.0,1250000
2184.207862,845000
2184.207862,890000
2172.0,949000
2184.207862,2800000
2184.207862,699000
2184.207862,225000
2184.207862,4995000
3341.0,2800000
2184.207862,4100000
800.0,725000
873.0,349999
1050.0,280000
2184.207862,689000
739.0,595000
4360.0,3200000
6000.0,15990000
1428.0,2350000
2184.207862,369000
631.0,705000
1800.0,599999
2184.207862,488888
2184.207862,600000
1125.0,1300000
1672.0,925000
1294.0,1675000
2184.207862,499998
1065.0,1395000
1100.0,1450000
1920.0,1488000
2184.207862,439000
1310.0,674999
2184.207862,3950000
1672.0,925000
681.0,329000
1125.0,1300000
1100.0,685000
1785.0,589000
2184.207862,599000
2184.207862,1325000
1218.0,2495000
2068.0,1299999
2134.0,1050000
2184.207862,799000
65535.0,31500000
1341.0,399000
771.0,399000
1200.0,1095000
4017.0,14950000
600.0,1195000
2184.207862,300000
2184.207862,565000
2184.207862,649000
1039.0,815000
2184.207862,1250000
1700.0,3900000
759.0,795000
2185.0,970000
750.0,478000
3786.0,999000
1471.0,2499000
426.0,460000
2115.0,669000
2184.207862,6900000
992.0,499000
2184.207862,1250000
2184.207862,1000000
654.0,534900
2184.207862,1175000
1720.0,865000
1605.0,1249000
2184.207862,1500000
7327.0,10750000
800.0,495000
2184.207862,249000
2184.207862,319000
800.0,338000
2184.207862,1095000
2184.207862,625000
1168.0,1650000
1494.0,1575000
489.0,459000
2184.207862,6300000
2184.207862,375000
2184.207862,749000
2184.207862,410000
4000.0,8100000
3240.0,2200000
681.0,399000
2184.207862,549000
1025.0,625000
1110.0,700000
2184.207862,495000
2184.207862,1399995
920.0,375000
2184.207862,270000
886.0,389990
2484.0,1700000
1890.0,700000
2184.207862,2695000
1332.0,499000
500.0,375000
2367.0,8950000
2184.207862,559000
1856.0,3995000
1800.0,695000
2052.0,715000
1070.0,929888
1368.0,948000
2184.207862,999000
2184.207862,2499000
2400.0,1025000
12733.0,4195000
2184.207862,167999
246.0,250000
1010.0,1345000
1732.0,634999
1150.0,1675000
2184.207862,410000
2120.0,3550000
2184.207862,900000
2670.0,5500000
1634.0,600000
3120.0,2599000
2184.207862,288000
1856.0,2750000
920.0,750000
1800.0,2150000
1560.0,3995000
2184.207862,1398000
937.0,849000
971.0,995000
940.0,899000
1100.0,519000
1100.0,519000
971.0,995000
860.0,659000
2625.0,15000000
2570.0,1080000
578.0,599000
1330.0,1195000
2184.207862,1059000
2184.207862,1200000
5427.0,24500000
730.0,490000
712.0,580000
1365.0,465000
2184.207862,499500
2184.207862,225000
2697.0,7995000
367.0,529000
2184.207862,378023
2184.207862,309000
2184.207862,295500
2184.207862,21000000
1080.0,749000
2184.207862,1125000
2184.207862,795000
2184.207862,872500
702.0,654250
2002.0,749000
2090.0,699000
822.0,1350000
971.0,995000
2184.207862,460000
940.0,899000
7040.0,10500000
2184.207862,21000000
2184.207862,1125000
1380.0,829999
1350.0,1950000
800.0,740000
702.0,654250
2184.207862,795000
2184.207862,872500
2184.207862,518000
2184.207862,500000
1500.0,1175000
815.0,275000
2184.207862,550000
4100.0,2500000
2184.207862,2000000
1400.0,975000
800.0,279000
2184.207862,1058000
300.0,189000
1965.0,3450000
721.0,550000
1520.0,1499000
2184.207862,1299999
2184.207862,219000
1729.0,2600000
1923.0,825900
680.0,370000
840.0,569000
2184.207862,890000
2002.0,749000
2184.207862,555000
2184.207862,799000
2355.0,2300000
1989.0,799000
2184.207862,2000000
1111.0,2500000
1729.0,2600000
2000.0,799000
2184.207862,349000
3608.0,1299999
2681.0,1380000
472.0,499000
2969.0,4750000
2184.207862,285000
800.0,789000
2184.207862,370000
7854.0,1700000
2184.207862,1950000
903.0,945000
3600.0,2999999
2184.207862,599000
2184.207862,245000
2184.207862,1275000
655.0,598125
750.0,349000
